StartingYear,StartingSemester,FldCode,EduSecCode,TahsilHoze,Feqh,age,nationality,locality,LocationCityId,MaritalStatus,NumChildren,MilitaryStatus,Gallantry,PhysicalStatus,LesTotalUnit,IsPassedUnit,termCount,VocationCount,Avg1,Avg2,Avg3,Avg4,Avg5,Avg6,Avg7,Avg8,Avg9,Avg10,Avg11,Avg12,SelectedUnit1,SelectedUnit2,SelectedUnit3,SelectedUnit4,SelectedUnit5,SelectedUnit6,SelectedUnit7,SelectedUnit8,SelectedUnit9,SelectedUnit10,SelectedUnit11,SelectedUnit12,PassedUnit1,PassedUnit2,PassedUnit3,PassedUnit4,PassedUnit5,PassedUnit6,PassedUnit7,PassedUnit8,PassedUnit9,PassedUnit10,PassedUnit11,PassedUnit12,AbsentNo1,AbsentNo2,AbsentNo3,AbsentNo4,AbsentNo5,AbsentNo6,AbsentNo7,AbsentNo8,AbsentNo9,AbsentNo10,AbsentNo11,AbsentNo12,AbsentNoAll,AdmCode,SentArticle,SentArticleAccept,StudyHours1,StudyHours2,StudyHours3,StudyHours4,StudyHours5,StudyHours6,StudyHours7,StudyHours8,StudyHours9,StudyHours10,StudyHours11,StudyHours12,StudyHoursSum,TotalAve
1390,1,35,2,5,1,22,8,1,26,2,0,1,0,1,154,154,10,0,16.75,17.35,17.00,18.78,18.89,19.06,18.64,17.55,16.93,0.00,0.00,0.00,16,13,14,18,18,17,18,19,15,0,0,0,16,13,14,18,18,17,18,19,15,0,0,0,7,9,14,9,7,9,7,11,9,0,0,0,81,1,3,0,0,159,84,105,227,220,238,175,35,0,0,0,1243,B
1390,1,35,2,1,1,25,8,1,26,2,0,1,0,1,154,154,10,0,18.62,18.85,17.43,15.20,16.17,18.09,18.45,17.26,17.72,20.00,0.00,0.00,16,13,14,15,21,17,22,17,16,3,0,0,16,13,14,15,21,17,22,17,16,3,0,0,2,8,9,15,14,4,16,17,12,0,0,0,95,1,0,0,0,75,100,75,25,75,80,115,40,0,0,0,585,B
1390,1,35,2,1,1,22,8,1,26,1,0,1,0,1,154,154,10,0,16.31,18.02,17.00,14.88,18.22,17.59,18.33,18.34,17.77,0.00,0.00,0.00,16,14,16,18,18,17,18,19,15,0,0,0,16,14,16,18,18,17,18,19,15,0,0,0,12,5,16,16,10,9,13,12,10,0,0,0,102,1,2,1,166,237,173,82,212,184,225,259,144,0,0,0,1682,B
1390,1,34,2,1,0,25,8,1,26,2,0,1,0,1,151,151,10,0,17.44,17.55,16.94,16.97,13.48,15.88,15.71,14.46,15.58,15.57,0.00,0.00,16,10,17,19,14,17,13,19,15,7,0,0,16,10,17,19,14,17,13,19,15,7,0,0,7,3,4,9,7,11,20,22,7,0,0,0,89,1,0,0,25,250,250,200,250,200,330,400,300,200,0,0,2405,C
1390,1,34,2,1,1,20,8,2,26,1,0,1,0,1,151,151,8,0,18.38,18.50,19.06,18.74,19.54,18.74,18.55,17.91,0.00,0.00,0.00,0.00,16,12,17,19,13,21,23,22,0,0,0,0,16,12,17,19,13,21,23,22,0,0,0,0,7,12,15,11,9,12,9,18,0,0,0,0,91,1,0,0,100,260,131,326,236,210,356,209,0,0,0,0,1828,A
1390,1,34,2,3,1,19,8,1,26,2,0,1,0,1,151,151,8,0,18.72,18.04,17.82,17.05,18.41,17.95,18.72,19.00,0.00,0.00,0.00,0.00,16,12,17,19,17,21,23,22,0,0,0,0,16,12,17,19,17,21,23,22,0,0,0,0,5,11,13,12,10,5,7,10,0,0,0,0,73,1,1,1,141,264,167,141,58,125,198,193,0,0,0,0,1287,A
1390,1,34,2,1,0,23,8,1,26,2,0,1,0,1,151,151,10,0,18.53,17.48,18.56,18.13,17.79,17.40,16.90,17.49,17.50,0.00,0.00,0.00,16,12,17,19,14,21,23,22,3,0,0,0,16,12,17,19,14,21,23,22,3,0,0,0,4,12,15,15,21,11,11,14,0,0,0,0,102,1,0,0,0,235,167,75,225,87,216,117,0,0,0,0,1122,B
1390,1,27,2,5,1,24,8,1,26,2,0,3,0,1,159,159,10,0,17.12,17.43,18.93,19.41,17.44,18.09,18.09,17.47,17.50,18.50,0.00,0.00,16,7,17,17,17,17,22,16,18,3,0,0,16,7,17,17,17,17,22,16,18,3,0,0,8,11,9,6,2,4,10,5,13,0,0,0,66,1,1,0,111,96,3319,154,190,192,128,108,47,0,0,0,4345,B
1390,1,29,2,5,1,22,8,1,26,2,0,1,0,1,161,161,10,1,13.43,17.26,16.46,17.07,17.29,14.45,16.29,16.50,0.00,0.00,0.00,0.00,25,29,13,14,14,14,12,14,0,0,0,0,25,29,13,14,14,14,12,14,0,0,0,0,8,3,0,28,0,7,16,0,0,0,0,0,62,1,0,0,89,25,49,10,0,20,0,0,0,0,0,0,193,B
1390,1,34,2,1,1,24,8,1,26,2,0,1,0,1,151,151,8,0,17.19,14.88,16.68,15.16,17.06,17.76,16.85,16.15,0.00,0.00,0.00,0.00,16,12,17,19,17,21,20,22,0,0,0,0,16,12,17,19,17,21,20,22,0,0,0,0,5,14,4,12,11,12,15,16,0,0,0,0,89,1,0,0,230,295,190,165,120,110,140,131,0,0,0,0,1381,B
1390,1,31,2,3,0,30,8,2,26,2,1,1,0,1,150,150,8,0,17.59,17.56,19.62,18.80,18.78,17.83,17.56,16.52,0.00,0.00,0.00,0.00,16,16,17,15,18,18,16,22,0,0,0,0,16,16,17,15,18,18,16,22,0,0,0,0,1,6,10,6,5,2,13,10,0,0,0,0,53,1,0,0,25,88,149,80,144,170,138,95,0,0,0,0,889,B
1390,1,28,2,3,1,20,8,1,26,1,0,1,0,1,158,158,8,0,18.22,16.62,15.76,16.13,15.37,17.65,0.00,18.00,0.00,0.00,0.00,0.00,16,16,17,19,19,5,0,23,0,0,0,0,16,16,17,19,19,5,0,23,0,0,0,0,4,13,17,14,16,11,22,24,0,0,0,0,120,1,0,0,50,190,266,150,250,150,250,100,0,0,0,0,1406,B
1390,1,28,2,5,1,21,8,1,26,1,0,1,0,1,158,158,10,0,18.19,18.34,18.51,17.27,16.39,18.35,18.42,17.76,0.00,0.00,0.00,0.00,16,16,17,15,23,21,19,23,0,0,0,0,16,16,17,15,23,21,19,23,0,0,0,0,10,7,18,13,11,14,13,22,0,0,0,0,107,1,0,0,0,125,130,230,302,285,470,325,0,0,0,0,1867,B
1390,1,28,2,3,1,28,8,1,26,2,1,1,0,1,158,158,10,0,18.81,19.20,19.06,18.68,17.38,18.78,19.14,18.05,18.80,0.00,0.00,0.00,16,16,17,19,17,19,21,23,10,0,0,0,16,16,17,19,17,19,21,23,10,0,0,0,3,2,4,6,2,10,2,10,4,0,0,0,41,1,0,0,0,142,182,119,162,115,138,92,0,0,0,0,950,A
1390,1,33,2,1,1,26,8,1,26,2,0,1,0,1,156,156,14,2,16.90,16.65,19.07,18.43,17.39,17.71,16.57,18.55,0.00,0.00,17.06,15.81,16,10,14,15,18,20,14,15,0,0,17,8,16,10,14,15,18,20,14,15,0,0,17,8,9,17,3,13,8,22,20,9,0,0,19,20,139,1,0,0,30,0,75,0,106,124,0,50,0,0,0,0,385,B
1390,1,30,2,1,1,23,8,1,26,2,0,4,0,1,156,156,10,0,17.63,19.08,18.59,18.67,19.54,18.63,19.50,20.00,19.00,19.00,0.00,0.00,19,15,17,15,17,17,18,17,12,4,0,0,19,15,17,15,17,17,18,17,12,4,0,0,7,14,13,11,13,10,5,8,10,4,0,0,94,1,0,0,62,61,0,0,0,0,0,0,0,0,0,0,123,A
1390,1,30,2,1,1,26,8,1,26,2,0,1,0,1,153,153,10,0,19.62,17.13,18.44,18.74,17.73,17.76,17.56,18.94,17.58,17.28,0.00,0.00,16,15,17,19,13,17,18,17,12,9,0,0,16,15,17,19,13,17,18,17,12,9,0,0,3,7,15,19,16,9,10,20,16,11,0,0,125,1,0,0,157,80,100,144,107,50,25,0,55,0,0,0,718,A
1389,1,29,2,4,1,24,8,2,26,1,0,3,0,1,169,165,10,0,14.40,17.38,16.78,18.89,18.43,18.09,18.74,17.80,18.91,0.00,0.00,0.00,15,17,18,18,22,16,21,20,16,0,0,0,11,17,18,18,22,16,21,20,16,0,0,0,0,0,8,9,5,3,13,4,5,0,0,0,46,1,2,0,0,0,195,230,355,205,340,315,308,0,0,0,1948,B
1389,1,27,2,5,0,30,8,1,26,2,0,4,0,1,167,167,12,0,0.00,0.00,16.83,15.49,15.50,16.50,18.50,16.50,16.19,15.24,16.85,15.92,0,0,15,15,8,3,17,16,16,17,20,26,0,0,15,15,8,3,17,16,16,17,20,26,0,0,8,13,25,20,6,12,15,17,19,12,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
1390,1,28,2,5,1,24,8,1,26,2,0,1,0,1,158,158,10,0,19.12,18.94,18.44,16.68,19.12,19.06,19.07,18.05,19.00,20.00,0.00,0.00,16,16,17,15,17,17,23,24,10,3,0,0,16,16,17,15,17,17,23,24,10,3,0,0,0,0,4,5,8,10,20,19,9,0,0,0,74,1,0,0,77,134,32,34,140,147,170,111,40,0,0,0,885,A
1390,1,33,2,5,1,27,8,1,26,2,1,1,0,1,156,156,10,0,19.03,19.45,19.83,19.18,16.65,18.71,18.88,18.58,18.95,18.00,0.00,0.00,23,19,18,17,13,17,16,15,11,3,0,0,23,19,18,17,13,17,16,15,11,3,0,0,0,0,0,1,1,3,4,2,2,0,0,0,13,1,0,0,0,140,80,75,170,110,195,90,180,0,0,0,1040,A
1390,1,33,2,3,0,24,8,1,26,2,0,1,0,1,156,156,10,0,16.99,17.17,18.94,16.60,17.21,18.06,15.00,16.47,17.58,0.00,0.00,0.00,16,17,17,15,14,17,17,23,20,0,0,0,16,17,17,15,14,17,17,23,20,0,0,0,5,4,4,9,8,9,12,10,17,0,0,0,76,1,1,0,86,315,173,255,377,274,240,177,185,0,0,0,2082,B
1390,1,32,2,1,0,20,8,1,26,2,0,3,0,1,138,138,12,0,17.81,17.50,16.18,18.23,17.68,18.79,17.25,17.54,16.38,0.00,17.86,17.95,16,14,11,11,19,14,12,13,8,0,7,11,16,14,11,11,19,14,12,13,8,0,7,11,5,13,38,8,8,10,16,14,19,5,8,9,153,1,0,0,95,41,0,0,25,25,0,0,0,0,0,0,186,B
1390,1,32,2,5,0,22,8,2,26,2,0,1,0,1,168,151,12,0,16.66,17.31,14.50,15.11,14.73,11.75,15.21,16.04,16.67,17.18,15.56,11.00,16,13,16,18,15,12,14,14,18,11,8,4,16,13,14,15,15,4,12,14,18,11,8,2,7,8,11,10,10,4,6,7,14,9,12,4,100,1,0,0,70,265,420,275,315,260,100,270,290,25,0,0,2290,C
1390,1,47,2,3,0,26,8,1,26,2,0,1,0,1,160,150,10,1,0.00,15.57,16.25,14.86,15.36,17.44,16.62,16.80,15.50,15.80,0.00,0.00,0,15,16,14,17,16,20,20,16,20,0,0,0,15,16,14,7,16,20,20,16,20,0,0,0,9,7,8,6,4,5,13,7,4,0,0,62,1,0,0,0,0,25,0,25,0,0,0,25,47,0,0,122,B
1391,1,33,2,4,0,25,8,1,26,2,0,1,0,1,158,156,10,0,19.08,19.57,20.00,19.63,19.53,18.78,18.25,18.49,19.14,0.00,0.00,0.00,19,14,12,19,17,20,16,19,22,0,0,0,19,14,12,19,17,18,16,19,22,0,0,0,4,9,9,12,15,19,11,18,13,0,0,0,109,1,0,0,280,270,270,250,250,270,265,265,265,165,0,0,2550,A
1390,2,28,2,1,0,24,8,1,26,2,0,1,0,1,165,162,11,0,18.11,16.00,15.19,16.67,18.29,16.78,14.29,17.24,16.36,17.36,0.00,0.00,18,16,16,12,17,18,17,19,22,7,0,0,18,16,16,12,17,18,14,19,22,7,0,0,0,9,3,0,2,15,11,18,23,6,0,0,87,1,0,0,0,465,500,270,380,480,500,340,350,152,0,0,3437,B
1391,1,33,2,3,0,26,8,2,26,2,1,1,0,1,199,156,12,0,16.00,17.79,17.05,19.25,17.28,19.08,18.25,15.78,16.95,10.83,0.00,0.00,18,14,15,16,20,20,19,21,22,12,4,4,16,14,15,16,18,20,8,7,22,6,0,0,3,9,6,10,11,10,9,15,10,0,9,6,97,1,0,0,55,37,40,0,50,0,0,0,25,0,0,0,207,B
1391,1,35,2,1,0,20,8,1,26,1,0,1,0,1,157,154,10,0,15.81,17.05,17.69,18.12,16.06,17.88,17.16,15.97,16.46,14.60,0.00,0.00,16,11,13,16,18,17,19,18,13,5,0,0,16,11,13,16,18,17,19,18,13,5,0,0,6,10,6,8,17,6,15,21,13,3,0,0,104,1,0,0,0,85,160,130,170,130,200,130,150,100,0,0,1255,B
1390,1,25,2,3,0,28,8,1,26,2,0,1,0,1,156,152,10,0,18.74,18.79,19.19,18.30,19.02,16.68,16.86,17.62,18.64,0.00,0.00,0.00,16,12,21,22,20,17,20,14,14,0,0,0,16,12,21,22,20,13,20,14,14,0,0,0,0,2,1,5,4,0,1,3,2,0,0,0,17,1,2,0,0,111,93,153,147,142,102,30,75,0,0,0,853,A
1390,1,33,2,1,0,25,8,2,26,2,0,1,0,1,156,156,8,0,18.56,18.28,18.94,19.07,17.95,18.09,19.23,18.70,0.00,0.00,0.00,0.00,16,17,17,15,22,22,20,23,0,0,0,0,16,17,17,15,22,22,20,23,0,0,0,0,7,16,9,19,6,9,12,3,0,0,0,0,80,1,8,0,0,0,121,40,85,80,75,40,0,0,0,0,441,A
1390,1,33,2,5,0,29,8,1,26,2,0,1,0,1,156,156,12,0,16.69,0.00,16.64,17.03,14.53,18.13,18.17,17.08,18.67,17.65,19.45,16.00,16,0,11,18,17,19,12,12,9,17,10,10,16,0,11,18,17,19,12,12,9,17,10,10,4,0,26,11,7,3,0,5,4,5,5,1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
1389,1,29,2,5,0,22,8,1,26,2,0,3,0,1,161,161,12,2,17.40,16.82,17.50,16.91,17.62,0.00,16.23,15.58,18.28,17.77,17.42,0.00,15,15,12,11,12,0,15,16,16,20,20,0,15,15,12,11,12,0,15,16,16,20,20,0,5,14,13,12,5,0,7,10,14,8,8,0,94,1,0,0,0,0,0,0,0,0,0,48,103,22,0,0,173,B
1391,1,28,2,5,0,22,8,2,26,2,0,1,0,1,168,158,10,0,18.00,17.90,17.54,18.25,16.50,16.31,18.15,17.58,17.71,19.50,0.00,0.00,16,15,13,18,22,24,20,19,17,4,0,0,16,15,13,8,22,24,20,19,17,4,0,0,6,13,15,19,18,17,18,18,24,0,0,0,148,1,0,0,250,250,337,475,400,456,250,250,250,0,0,0,2918,B
1391,1,29,2,1,0,21,8,1,26,2,0,1,0,1,159,159,10,0,15.33,17.68,17.00,16.03,16.94,16.97,14.62,15.28,17.32,18.00,0.00,0.00,12,14,11,18,17,19,17,18,19,7,0,0,12,14,11,18,17,19,17,18,19,7,0,0,12,7,11,15,12,8,7,10,12,4,0,0,96,1,0,0,0,25,25,0,45,0,0,0,0,0,0,0,95,B
1391,1,28,2,3,0,25,8,2,26,2,0,1,0,1,161,158,10,0,16.94,14.31,17.50,18.33,18.67,18.07,18.96,19.02,18.45,0.00,0.00,0.00,16,11,10,18,18,22,24,23,19,0,0,0,16,8,10,18,18,22,24,23,19,0,0,0,6,10,4,7,15,14,15,19,16,0,0,0,106,1,0,0,52,0,0,47,53,95,93,77,70,0,0,0,487,A
1391,1,35,2,1,0,23,8,2,26,2,0,1,0,1,154,154,10,0,19.76,20.00,19.73,20.00,19.75,19.21,19.11,19.14,19.23,0.00,0.00,0.00,19,14,15,16,16,17,21,18,13,0,0,0,19,14,15,16,16,17,21,18,13,0,0,0,1,2,8,5,2,3,2,1,6,0,0,0,30,1,0,0,326,265,256,219,257,270,265,300,265,0,0,0,2423,A
1391,1,30,2,3,0,22,8,1,26,2,0,1,0,1,153,153,10,0,17.94,18.27,17.34,19.00,17.53,18.95,16.97,18.68,17.50,0.00,0.00,0.00,16,11,19,12,18,21,18,19,19,0,0,0,16,11,19,12,18,21,18,19,19,0,0,0,8,10,13,9,7,12,16,17,25,0,0,0,116,1,0,0,165,50,25,10,80,130,70,70,75,0,0,0,675,B
1391,1,28,2,1,0,23,8,1,26,2,0,1,4,1,158,158,10,0,17.50,19.00,18.57,19.11,17.77,17.22,17.29,17.27,16.41,0.00,0.00,0.00,16,14,15,18,20,18,21,20,16,0,0,0,16,14,15,18,20,18,21,20,16,0,0,0,1,5,9,14,12,15,17,21,20,0,0,0,112,1,0,0,20,30,0,0,200,200,250,200,200,0,0,0,1100,B
1391,1,34,2,1,0,22,8,1,26,2,0,1,0,1,151,151,8,0,19.04,17.54,19.43,19.50,19.56,19.67,18.64,19.10,0.00,0.00,0.00,0.00,16,14,15,16,18,18,22,21,0,0,0,0,16,14,15,16,18,18,22,21,0,0,0,0,0,7,3,1,0,8,4,6,0,0,0,0,29,1,0,0,312,269,293,251,299,236,174,142,0,0,0,0,1976,A
1391,1,29,2,5,0,29,8,1,26,2,0,1,0,1,159,159,10,0,17.56,19.73,19.27,16.33,19.21,18.74,16.94,16.84,19.02,17.88,0.00,0.00,16,11,11,6,17,19,17,19,24,4,0,0,16,11,11,6,17,19,17,19,24,4,0,0,5,10,12,22,11,13,12,15,17,0,0,0,115,1,0,0,50,32,0,0,0,0,0,0,0,0,0,0,82,A
1391,1,28,2,3,0,21,8,1,26,2,0,1,0,1,160,158,10,0,18.92,15.50,16.87,17.90,16.67,18.05,18.16,16.89,16.56,0.00,0.00,0.00,12,14,12,20,18,20,21,22,18,0,0,0,12,14,12,20,18,20,19,22,18,0,0,0,4,10,8,12,8,9,8,17,9,0,0,0,85,1,0,0,250,200,245,200,250,200,250,140,200,0,0,0,1935,B
1391,1,35,2,5,0,24,8,1,26,2,0,1,0,1,154,154,10,0,19.50,19.79,19.60,19.69,20.00,19.65,18.42,19.00,18.63,0.00,0.00,0.00,16,14,15,16,16,17,19,21,15,0,0,0,16,14,15,16,16,17,19,21,15,0,0,0,11,10,17,12,12,13,21,29,21,0,0,0,145,1,0,0,30,61,50,66,47,105,50,50,50,0,0,0,509,A
1391,1,31,2,3,0,23,8,1,26,2,0,1,0,1,152,152,10,0,19.17,18.38,17.69,17.62,17.83,17.75,16.80,17.65,17.00,0.00,0.00,0.00,12,16,13,16,18,20,20,20,2,0,0,0,12,16,13,16,18,20,20,20,2,0,0,0,3,10,6,10,8,10,12,10,3,0,0,0,72,1,0,0,0,90,65,62,64,38,70,35,44,0,0,0,468,B
1391,1,35,2,3,0,22,8,1,26,2,0,1,0,1,154,154,10,0,18.81,18.00,17.27,18.50,19.38,18.09,18.66,17.67,16.60,0.00,0.00,0.00,16,14,15,16,16,17,19,21,15,0,0,0,16,14,15,16,16,17,19,21,15,0,0,0,4,9,17,12,11,11,15,24,21,0,0,0,122,1,0,0,0,55,25,0,20,10,40,30,0,0,0,0,180,A
1391,1,34,2,5,0,22,8,2,26,2,0,1,0,1,151,151,8,0,17.20,18.46,17.68,18.33,18.70,18.47,18.09,18.94,0.00,0.00,0.00,0.00,16,14,19,18,20,16,19,18,0,0,0,0,16,14,19,18,20,16,19,18,0,0,0,0,5,9,11,13,11,9,8,0,0,0,0,0,66,1,0,0,150,80,135,140,125,160,70,50,0,0,0,0,910,A
1391,1,26,2,5,0,27,8,1,26,2,1,1,0,1,150,150,10,1,17.69,16.57,17.37,17.22,18.45,0.00,17.25,16.86,19.75,0.00,0.00,0.00,16,14,19,18,20,0,28,24,8,0,0,0,16,14,19,18,20,0,28,24,8,0,0,0,9,9,17,9,15,0,21,13,3,0,0,0,95,1,0,0,55,0,25,0,0,0,55,75,0,0,0,0,210,B
1391,1,32,2,3,0,30,8,1,26,2,1,1,0,1,150,150,12,0,19.19,17.21,16.23,15.50,16.30,15.18,15.75,17.11,17.39,16.33,19.75,18.17,16,14,14,12,10,14,16,18,14,4,8,6,16,14,14,12,10,14,16,18,14,4,8,6,5,6,8,4,14,7,10,7,10,2,5,2,79,1,0,0,170,230,140,150,160,275,250,200,150,0,0,0,1725,B
1391,1,33,2,4,0,27,8,2,26,2,0,1,0,1,159,159,12,1,19.81,0.00,19.75,19.90,19.94,19.68,19.75,19.00,19.12,19.85,20.00,19.00,16,0,10,20,17,21,16,19,12,15,8,5,16,0,10,20,17,21,16,19,12,15,8,5,7,0,3,6,7,6,9,13,6,11,4,0,70,1,0,0,304,100,282,226,211,200,177,80,190,100,0,0,1870,A
1391,1,24,2,5,0,22,8,1,26,1,0,1,0,1,159,157,10,0,13.71,15.75,16.85,16.50,15.38,14.00,16.67,15.13,15.70,14.73,0.00,0.00,14,14,10,16,17,8,18,15,15,29,0,0,14,14,10,16,17,8,18,15,15,27,0,0,5,13,15,14,15,20,15,12,13,9,0,0,129,1,0,0,74,104,63,0,20,0,77,0,90,62,0,0,490,C
1391,1,30,2,1,0,24,8,1,26,2,0,1,0,1,153,153,10,0,18.25,18.62,18.92,20.00,18.44,19.54,18.95,18.88,18.88,0.00,0.00,0.00,16,14,19,12,18,18,20,17,19,0,0,0,16,14,19,12,18,18,20,17,19,0,0,0,3,9,3,3,4,7,6,9,8,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1391,1,35,2,1,0,27,8,2,26,2,2,1,0,1,154,154,12,0,14.81,18.50,16.50,18.17,16.56,18.29,16.75,16.84,14.93,17.17,18.25,0.00,16,14,13,12,18,12,19,16,15,12,4,0,16,14,13,12,18,12,19,16,15,12,4,0,4,2,7,4,6,7,7,7,13,3,0,0,59,1,0,0,130,133,96,106,67,65,71,62,40,20,0,0,790,B
1391,1,34,2,3,0,24,8,1,26,2,0,1,0,1,151,151,8,0,16.91,15.41,15.77,16.90,16.75,16.89,16.75,17.68,0.00,0.00,0.00,0.00,16,14,11,20,16,18,22,21,0,0,0,0,16,14,11,20,16,18,22,21,0,0,0,0,10,10,9,14,11,14,17,20,0,0,0,0,104,1,0,0,135,130,200,135,185,155,180,155,0,0,0,0,1275,B
1391,1,33,2,4,0,31,8,1,26,2,0,1,0,1,156,156,10,0,18.71,18.11,17.96,19.80,19.76,19.75,19.53,18.05,18.43,19.00,0.00,0.00,19,19,13,15,17,20,17,19,14,3,0,0,19,19,13,15,17,20,17,19,14,3,0,0,8,9,5,16,6,8,3,9,1,0,0,0,64,1,0,0,243,50,175,90,140,180,166,90,50,0,0,0,1184,A
1391,1,26,2,1,0,24,8,1,26,2,1,1,0,1,150,150,12,2,16.84,15.44,12.62,15.75,0.00,0.00,15.25,16.56,17.33,16.83,17.50,12.86,16,9,15,16,0,0,14,16,11,28,11,7,16,9,15,16,0,0,14,16,11,28,11,7,11,9,16,21,0,0,15,15,11,13,3,0,114,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,B
1391,1,28,2,3,0,28,8,2,26,2,1,1,0,1,158,158,10,0,19.26,19.21,19.04,19.50,20.00,19.62,19.81,19.68,18.94,0.00,0.00,0.00,19,14,12,16,18,20,21,22,16,0,0,0,19,14,12,16,18,20,21,22,16,0,0,0,1,1,1,6,12,2,6,4,2,0,0,0,34,1,0,0,154,76,42,35,45,25,60,50,75,0,0,0,562,A
1391,1,29,2,1,0,35,8,1,26,2,3,1,0,1,159,159,10,0,18.00,18.91,17.62,20.00,16.00,16.97,16.53,15.64,18.09,0.00,0.00,0.00,16,14,14,18,17,19,17,20,17,0,0,0,16,14,14,18,17,19,17,20,17,0,0,0,0,4,10,3,10,1,14,4,11,0,0,0,55,1,0,0,300,180,270,220,269,134,175,236,95,0,0,0,1879,B
1391,1,32,2,1,0,23,8,1,26,2,0,1,4,1,168,150,12,0,17.18,13.68,15.72,17.38,16.67,16.00,16.90,18.41,17.60,4.33,14.67,0.00,16,14,11,16,18,18,20,20,20,6,6,0,16,8,11,16,16,12,20,20,20,2,6,0,5,8,9,7,7,14,17,20,48,15,0,0,149,1,0,0,75,125,50,145,75,100,75,70,50,0,0,0,765,B
1391,1,33,2,5,0,29,8,1,26,2,2,1,0,1,156,156,10,0,17.00,16.71,16.88,17.94,18.26,18.75,17.52,17.62,18.19,0.00,0.00,0.00,16,14,15,16,17,20,21,19,18,0,0,0,16,14,15,16,17,20,21,19,18,0,0,0,7,5,8,6,2,2,2,4,5,0,0,0,40,1,0,0,335,370,225,260,280,290,250,130,150,0,0,0,2290,B
1391,1,32,2,1,0,24,8,1,26,2,0,1,0,1,150,150,10,0,16.25,17.52,17.09,19.93,18.60,17.34,16.50,16.31,16.71,0.00,0.00,0.00,16,14,15,14,20,19,20,17,12,0,0,0,16,14,15,14,20,19,20,17,12,0,0,0,5,12,9,11,9,9,9,12,9,0,0,0,84,1,0,0,35,40,20,50,180,80,175,80,50,0,0,0,710,B
1391,1,30,2,3,0,22,8,1,26,2,0,1,0,1,153,153,10,0,17.56,16.77,17.63,17.00,17.92,17.41,16.31,16.65,16.88,17.00,0.00,0.00,16,11,15,16,18,22,16,17,17,2,0,0,16,11,15,16,18,22,16,17,17,2,0,0,1,1,8,4,3,3,8,8,5,0,0,0,39,1,0,0,0,75,0,0,0,0,0,0,0,0,0,0,75,B
1391,1,24,2,5,0,21,8,1,26,2,0,3,0,1,150,150,10,0,17.37,17.54,16.62,19.38,17.97,18.94,18.65,18.00,17.93,0.00,0.00,0.00,16,14,15,16,17,18,20,19,15,0,0,0,16,14,15,16,17,18,20,19,15,0,0,0,2,6,8,12,12,3,17,7,15,0,0,0,80,1,0,0,40,42,27,25,28,22,0,0,0,0,0,0,184,A
1391,1,35,2,1,0,26,8,2,26,2,0,1,0,1,154,154,10,0,19.03,17.46,19.66,19.25,17.61,18.83,16.65,17.10,15.73,15.50,0.00,0.00,16,14,16,16,18,15,17,20,13,4,0,0,16,14,16,16,18,15,17,20,13,4,0,0,0,5,4,12,7,8,15,16,16,0,0,0,82,1,0,0,174,64,164,66,93,46,96,77,45,0,0,0,825,B
1391,1,28,2,4,0,25,8,1,26,2,0,1,0,1,158,158,8,0,19.25,17.47,18.11,19.25,19.58,18.93,18.45,18.48,0.00,0.00,0.00,0.00,16,19,22,16,19,22,22,22,0,0,0,0,16,19,22,16,19,22,22,22,0,0,0,0,7,5,5,15,11,11,4,4,0,0,0,0,62,1,0,0,175,260,295,100,140,150,250,200,0,0,0,0,1570,A
1391,1,29,2,3,0,26,8,2,26,2,1,1,0,1,159,159,10,0,15.50,16.85,16.93,17.69,17.88,16.43,18.62,17.91,19.13,18.93,0.00,0.00,16,10,15,18,13,18,17,23,15,7,0,0,16,10,15,18,13,18,17,23,15,7,0,0,9,12,15,16,6,11,12,14,7,0,0,0,101,1,2,0,27,15,30,25,0,41,80,40,80,0,0,0,338,B
1391,1,33,2,5,0,20,8,1,26,1,0,1,0,1,156,156,10,0,18.81,19.50,19.85,20.00,19.79,19.90,18.82,18.25,19.56,0.00,0.00,0.00,16,14,12,19,19,20,19,16,18,0,0,0,16,14,12,19,19,20,19,16,18,0,0,0,2,1,3,4,7,5,5,2,9,0,0,0,36,1,0,0,93,144,162,0,93,41,124,76,25,0,0,0,758,A
1391,1,33,2,1,0,22,8,2,26,2,0,1,0,1,159,156,12,0,18.25,18.68,18.29,18.94,18.65,18.95,16.88,17.88,19.04,19.46,18.00,0.00,16,17,12,16,20,20,16,19,14,5,4,0,16,17,12,16,20,20,16,16,14,5,4,0,14,10,8,16,14,12,6,11,12,3,0,0,106,1,0,0,230,250,175,250,200,250,250,200,100,0,0,0,1905,A
1391,1,27,2,1,0,21,8,1,26,1,0,1,0,1,160,157,10,1,19.14,19.77,19.56,20.00,19.05,19.03,17.20,19.37,0.00,18.25,0.00,0.00,16,14,16,16,20,22,19,15,0,8,0,0,16,14,16,16,20,19,19,15,0,8,0,0,5,7,3,11,13,12,16,16,0,0,0,0,82,1,0,0,150,100,150,100,150,200,250,100,0,0,0,0,1200,A
